#	id	0
has	O
the	O
same	O
rhyme	O
in	O
its	O
end	O
.	O

#	id	1301
scripps	O
grew	O
up	O
on	O
a	O
rushville	B-LOC
farm	O
,	O
where	O
his	O
father	O
remarried	O
.	O

#	id	1302
he	O
also	O
named	O
50	B-PER
cent	I-PER
and	O
other	O
rappers	O
as	O
his	O
musical	O
influences	O
.	O

#	id	1303
the	O
national	B-CORP
educational	I-CORP
television	I-CORP
(	O
net	O
)	O
was	O
in	O
operation	O
,	O
but	O
the	O
schedule	O
was	O
set	O
by	O
each	O
local	O
station	O
.	O

#	id	1304
it	O
was	O
released	O
in	O
1996	O
by	O
island	B-CORP
records	I-CORP
and	O
polydor	B-CORP
records	I-CORP
as	O
the	O
lead	B-CW
single	I-CW
from	O
the	O
album	O
.	O

#	id	1305
male	O
wobbegongs	O
in	O
sydney	B-LOC
,	O
likely	O
including	O
this	O
species	O
,	O
fight	O
with	O
other	O
males	O
in	O
the	O
breeding	O
season	O
.	O

#	id	1306
dani	B-PER
sordo	I-PER
finished	O
eighth	O
in	O
the	O
fourth	O
hyundai	B-PROD
i20	I-PROD
coupe	I-PROD
wrc	I-PROD
.	O

#	id	1307
boering	O
subsequently	O
signed	O
with	O
the	O
literary	O
department	O
of	O
the	O
william	B-CORP
morris	I-CORP
agency	I-CORP
.	O

#	id	1308
she	O
also	O
has	O
a	O
cameo	O
appearance	O
in	O
metal	B-CW
gear	I-CW
solid	I-CW
3:	I-CW
snake	I-CW
eater	I-CW
in	O
which	O
she	O
is	O
featured	O
in	O
a	O
poster	O
on	O
one	O
of	O
the	O
levels	O
.	O

#	id	1309
additionally	O
,	O
nokia	B-CORP
released	O
an	O
updated	O
version	O
of	O
their	O
original	O
n-gage	B-PROD
,	O
called	O
the	O
n-gage	B-PROD
qd	I-PROD
.	O

#	id	1310
his	O
most	O
recent	O
club	O
,	O
between	O
2003	O
and	O
2004	O
,	O
was	O
hamilton	B-GRP
academical	I-GRP
f.c.	I-GRP
.	O

#	id	1311
the	O
following	O
lists	O
of	O
events	O
is	O
scheduled	O
to	O
happen	O
during	O
2019	O
in	O
nigeria	B-LOC
.	O

#	id	1312
he	O
also	O
contributed	O
to	O
writing	O
the	O
song	O
good	B-CW
life	I-CW
from	O
the	O
band	O
's	O
second	O
album	O
,	O
waking	B-CW
up	I-CW
.	O

#	id	1313
it	O
was	O
co	O
written	O
by	O
fraser	B-PER
t.	I-PER
smith	I-PER
,	O
who	O
produced	O
adele	B-PER
set	B-CW
fire	I-CW
to	I-CW
the	I-CW
rain	I-CW
.	O

#	id	1314
phil	B-PER
bradley	I-PER
(	O
mystical	O
7	O
)	O
,	O
former	O
major	B-CORP
league	I-CORP
baseball	I-CORP
player	O
,	O
also	O
played	O
football	O

#	id	1315
jon	B-PER
postel	I-PER
,	O
as	O
head	O
of	O
internet	B-GRP
assigned	I-GRP
numbers	I-GRP
authority	I-GRP
,	O
invited	O
applications	O
from	O
interested	O
parties	O
.	O

#	id	1316
malomirovo	O
(	O
)	O
is	O
a	O
village	O
in	O
the	O
yambol	B-LOC
province	I-LOC
,	O
south	O
eastern	O
bulgaria	B-LOC
.	O
it	O
has	O
409	O
inhabitants	O
.	O

#	id	1317
140	O
thousand	O
tons	O
of	O
apple	B-PROD
;	O

#	id	1318
prey	O
was	O
originally	O
developed	O
internally	O
by	O
3d	O
realms	O
,	O
but	O
after	O
several	O
years	O
of	O
delays	O
,	O
the	O
company	O
outsourced	O
the	O
development	O
to	O
human	B-CORP
head	I-CORP
studios	I-CORP
.	O

#	id	1319
his	O
family	O
originally	O
belonged	O
to	O
sialkot	B-LOC
.	O

#	id	1320
sailfish	B-CW
os	I-CW
–	O
mobile	O
operating	O
system	O
based	O
on	O
meego	B-CW
.	O

#	id	1321
the	O
final	O
parody	O
written	O
and	O
recorded	O
for	O
the	O
album	O
was	O
white	B-CW
&	I-CW
nerdy	I-CW
,	O
a	O
parody	O
of	O
ridin'	B-CW
by	O
chamillionaire	B-PER
featuring	O
krayzie	B-PER
bone	I-PER
.	O

#	id	1322
the	O
song	O
pokes	O
fun	O
at	O
bands	O
such	O
as	O
kingdom	B-GRP
come	I-GRP
,	O
who	O
were	O
popular	O
at	O
the	O
time	O
and	O
based	O
on	O
a	O
led	B-GRP
zeppelin	I-GRP
type	O
sound	O
and	O
image	O
.	O

#	id	1323
first	O
released	O
online	O
from	O
2001	O
to	O
2003	O
,	O
it	O
is	O
one	O
of	O
the	O
earliest	O
examples	O
of	O
a	O
motion	B-CW
comic	I-CW
.	O

#	id	1324
in	O
2017	O
he	O
signed	O
on	O
with	O
the	O
myrtle	B-GRP
beach	I-GRP
fc	I-GRP
.	O

#	id	1325
in	O
1989	O
he	O
produced	O
and	O
directed	O
the	O
feature	O
film	O
with	O
a	O
marquée	O
cast	O
,	O
dad	B-CW
,	O
starring	O
jack	B-PER
lemmon	I-PER
,	O
ted	B-PER
danson	I-PER
,	O
and	O
olympia	B-PER
dukakis	I-PER
.	O

#	id	1326
the	O
music	O
video	O
for	O
the	O
title	O
track	O
was	O
filmed	O
by	O
canon	B-CORP
inc.	I-CORP
as	O
a	O
campaign	O
for	O
their	O
4k	O
canon	B-PROD
eos	I-PROD
c500	I-PROD
camera	O
.	O

#	id	1327
in	O
1988	O
,	O
a	O
single	O
bottle	O
from	O
this	O
vintage	O
fetched	O
over	O
five	O
times	O
its	O
estimated	O
amount	O
at	O
a	O
christie's	B-CORP
auction	O
.	O

#	id	1328
johnson	O
ignored	O
it	O
,	O
a	O
decision	O
an	O
editorial	O
in	O
the	B-CW
nation	I-CW
claimed	O
was	O
due	O
to	O
the	O
fact	O
that	O
he	O
was	O
incapable	O
of	O
rising	O
above	O
personal	O
politics	O
.	O

#	id	1329
modelled	O
for	O
yves	B-PER
saint	I-PER
laurent	I-PER
,	O
versace	B-CORP
,	O
and	O
karl	B-PER
lagerfeld	I-PER
.	O

#	id	1330
:	O
at	O
4,800	O
–	O
6,200	O
rpm	O
;	O
at	O
1,500	O
–	O
4,800	O
rpm	O
—	O
longitudinal	O
—	O
audi	B-PROD
a5	I-PROD

#	id	1331
he	O
made	O
13	O
appearances	O
in	O
the	O
scottish	B-GRP
premiership	I-GRP
and	O
scored	O
twice	O
.	O

#	id	1332
fast	B-PROD
food	I-PROD
is	O
mass	O
produced	O
food	O
that	O
can	O
be	O
prepared	O
and	O
served	O
quickly	O
.	O

#	id	1333
it	O
can	O
be	O
used	O
to	O
add	O
color	O
to	O
soups	O
,	O
stews	O
,	O
poultry	O
dishes	O
,	O
custard	B-PROD
and	O
liquors	O
.	O

#	id	1334
in	O
western	O
cultures	O
,	O
high	O
rise	O
jeans	O
were	O
especially	O
common	O
in	O
the	O
1970s	O
,	O
in	O
competition	O
with	O
low-rise	B-PROD
jeans	I-PROD
.	O

#	id	1335
seethalakshmi	O
(	O
latha	B-PER
)	O
is	O
the	O
owner	O
of	O
a	O
clothing	O
company	O
,	O
she	O
is	O
a	O
haughty	O
and	O
strict	O
woman	O
.	O

#	id	1336
they	O
also	O
reported	O
having	O
signed	O
with	O
spinefarm	B-CORP
records	I-CORP
.	O

#	id	1337
since	O
2016	O
he	O
is	O
the	O
head	O
coach	O
of	O
the	O
italy	B-LOC
basketball	O
team	O
pallacanestro	B-GRP
varese	I-GRP
.	O

#	id	1338
22	O
february	O
:	O
lindsay	B-PER
buick	I-PER
,	O
historian	O
,	O
journalist	O
,	O
politician	O

#	id	1339
wife	O
of	O
a	O
knight	O
philip	B-PER
may	I-PER
.	O

#	id	1340
it	O
is	O
based	O
on	O
oscar	B-PER
wilde	I-PER
play	O
a	B-CW
woman	I-CW
of	I-CW
no	I-CW
importance	I-CW
.	O

#	id	1341
baidoa	B-LOC
was	O
selected	O
as	O
a	O
compromise	O
location	O
.	O

#	id	1342
he	O
's	O
been	O
a	O
member	O
of	O
trustees	O
at	O
the	O
brooklyn	B-LOC
museum	I-LOC
since	O
2015	O
,	O
and	O
a	O
creative	O
director	O
for	O
the	O
companies	O
monster	B-CORP
inc.	I-CORP
and	O
reebok	B-CORP
.	O

#	id	1343
the	O
complex	O
was	O
built	O
by	O
the	B-CORP
wharf	I-CORP
(holdings)	I-CORP
limited	I-CORP
and	O
mtr	B-CORP
corporation	I-CORP
limited	I-CORP
.	O

#	id	1344
both	O
parishes	O
are	O
within	O
the	O
unitary	B-GRP
authority	I-GRP
of	O
wokingham	B-LOC
.	O

#	id	1345
,	O
13	O
km	O
southwest	O
of	O
el	B-LOC
affroun	I-LOC
district	I-LOC

#	id	1346
bergeron	O
during	O
his	O
time	O
with	O
the	O
minnesota	B-GRP
wild	I-GRP

#	id	1347
the	O
storm	O
's	O
fringes	O
damaged	O
three	O
houses	O
in	O
cortés	B-LOC
department	I-LOC
,	O
after	O
heavy	O
rainfall	O
was	O
reported	O
along	O
the	O
coast	O
.	O

#	id	1348
77	O
mazda	B-PROD
rt24-p	I-PROD
gained	O
second	O
place	O
off	O
the	O
change	O
.	O

#	id	1349
early	O
business	O
leaders	O
in	O
the	O
community	O
were	O
successful	O
in	O
getting	O
the	O
illinois	B-CORP
central	I-CORP
railroad	I-CORP
to	O
lay	O
its	O
tracks	O
through	O
town	O
,	O
which	O
were	O
completed	O
in	O
1887	O
.	O

#	id	1350
a	O
nintendo	B-PROD
entertainment	I-PROD
system	I-PROD
version	O
was	O
also	O
planned	O
but	O
never	O
released	O
.	O

#	id	1351
alan	B-PER
menken	I-PER
won	O
for	O
beauty	B-CW
and	I-CW
the	I-CW
beast	I-CW
and	O
aladdin	B-CW
.	O

#	id	1352
beyoncé	B-PER
performed	O
her	O
song	O
single	B-CW
ladies	I-CW
(put	I-CW
a	I-CW
ring	I-CW
on	I-CW
it)	I-CW
with	O
over	O
two	O
dozen	O
female	O
dancers	O
dancing	O
with	O
her	O
.	O

#	id	1353
the	O
special	O
effects	O
of	O
the	O
video	O
are	O
more	O
complex	O
than	O
that	O
of	O
the	O
band	O
's	O
first	O
single	O
,	O
falling	B-CW
down	I-CW
.	O

#	id	1354
peter	B-PER
norton	I-PER
,	O
1965	O
–	O
creator	O
of	O
norton	B-CW
utilities	I-CW

#	id	1355
comedy	O
is	O
a	O
form	O
of	O
art	O
that	O
addresses	O
comic	O
or	O
humorous	O
situations	O
,	O
or	O
even	O
serious	O
ones	O
with	O
a	O
light	O
or	O
satire	B-CW
approach	O
.	O

#	id	1356
fognini	O
's	O
run	O
again	O
ended	O
at	O
the	O
hands	O
of	O
crowd	O
favourite	O
andy	B-PER
roddick	I-PER
in	O
a	O
dramatic	O
match	O
(	O
in	O
which	O
he	O
notably	O
out	O
aced	O
the	O
american	O
)	O
in	O
four	O
sets	O
.	O

#	id	1357
for	O
the	O
fourth	O
successive	O
year	O
,	O
massimo	B-PER
liverani	I-PER
won	O
the	O
category	O
vii	O
/	O
viii	O
title	O
for	O
hybrid	O
vehicles	O
,	O
despite	O
winning	O
only	O
one	O
of	O
the	O
seven	O
events	O
during	O
the	O
season	O
.	O

#	id	1358
he	O
hired	O
mike	B-PER
zimmer	I-PER
to	O
replace	O
leslie	B-PER
frazier	I-PER
.	O

#	id	1359
john	B-PER
hart	I-PER
ely	I-PER
,	O
influential	O
legal	O
scholar	O
and	O
former	O
dean	O
of	O
stanford	B-GRP
law	I-GRP
school	I-GRP

#	id	1360
he	O
later	O
coached	O
the	O
ecuador	B-GRP
national	I-GRP
football	I-GRP
team	I-GRP
national	O
team	O
in	O
1998	O
with	O
little	O
success	O
.	O

#	id	1361
the	O
power	O
plant	O
was	O
entered	O
onto	O
the	O
national	B-GRP
register	I-GRP
of	I-GRP
historic	I-GRP
places	I-GRP
in	O
1988	O
.	O

#	id	1362
lil'	B-PER
kim	I-PER
:	O
no	B-CW
time	I-CW
from	O
the	O
album	O
hard	B-CW
core	I-CW

#	id	1363
in	O
2005	O
he	O
joined	O
the	O
crew	O
of	O
freshman	O
science	O
fiction	O
series	O
surface	B-CW
as	O
a	O
consulting	O
producer	O
and	O
writer	O
.	O

#	id	1364
the	O
main	O
access	O
is	O
from	O
a59	B-LOC
road	I-LOC
.	O

#	id	1365
he	O
is	O
also	O
second	O
cousin	O
of	O
the	O
recording	O
artist	O
cat	B-PER
stevens	I-PER
.	O

#	id	1366
sangre	B-LOC
grande	I-LOC
was	O
the	O
only	O
authority	O
in	O
which	O
no	O
one	O
party	O
won	O
an	O
absolute	O
majority	O
of	O
the	O
popular	O
vote	O
.	O

#	id	1367
a	O
kayaker	O
's	O
spraydeck	O
is	O
also	O
known	O
as	O
a	O
sprayskirt	O
,	O
because	O
it	O
is	O
donned	O
like	O
a	O
skirt	B-PROD
before	O
entering	O
the	O
boat	O
.	O

#	id	1368
iced	O
tea	O
is	O
usually	O
prepared	O
from	O
tea	B-PROD
bag	I-PROD
.	O

#	id	1369
prior	O
to	O
that	O
was	O
a	O
contributor	O
to	O
nbc	B-CORP
in	O
the	O
same	O
role	O
.	O

#	id	1370
he	O
then	O
signed	O
for	O
k.v.c.	B-GRP
westerlo	I-GRP
where	O
he	O
was	O
supposed	O
to	O
replace	O
chris	B-PER
janssens	I-PER
.	O

#	id	1371
by	O
1917	O
the	O
škoda	B-CORP
works	I-CORP
employed	O
over	O
30,000	O
workers	O
.	O

#	id	1372
it	O
was	O
described	O
by	O
stephan	B-PER
von	I-PER
breuning	I-PER
in	O
1953	O
.	O

#	id	1373
the	O
arcade	B-CW
game	I-CW
machine	I-CW
version	O
of	O
the	O
game	O
had	O
up	O
to	O
three	O
players	O
available	O
for	O
play	O
.	O

#	id	1374
file	O
:	O
ヤマハ	O
tricity	O
発表会	O
.jpg	O
|	O
yamaha	B-PROD
tricity	I-PROD
(	O
2f3t	O
)	O

#	id	1375
boryspil	B-LOC
raion	I-LOC
(	O
бориспільський	O
район	O
)	O
,	O
the	O
center	O
is	O
in	O
the	O
town	O
of	O
boryspil	B-LOC
;	O

#	id	1376
he	O
also	O
cultivated	O
pragmatic	O
ties	O
with	O
people's	B-LOC
republic	I-LOC
of	I-LOC
china	I-LOC
.	O

#	id	1377
it	O
was	O
added	O
to	O
the	O
national	B-GRP
register	I-GRP
of	I-GRP
historic	I-GRP
places	I-GRP
in	O
1984	O
.	O

#	id	1378
the	O
band	O
has	O
been	O
featured	O
on	O
kroq-fm	B-CORP
.	O

#	id	1379
cheema	O
began	O
his	O
political	O
career	O
as	O
an	O
activist	O
for	O
the	O
student	O
wing	O
of	O
pakistan	B-GRP
peoples	I-GRP
party	I-GRP
(	O
ppp	O
)	O
in	O
1980	O
at	O
the	O
university	B-GRP
of	I-GRP
the	I-GRP
punjab	I-GRP
.	O

#	id	1380
he	O
studied	O
law	O
at	O
cairo	B-GRP
university	I-GRP
.	O

#	id	1381
colin	B-PER
firth	I-PER
(	O
left	O
)	O
and	O
helena	B-PER
bonham	I-PER
carter	I-PER
in	O
a	O
scene	O
from	O
the	B-CW
king's	I-CW
speech	I-CW

#	id	1382
gijón	B-GRP
hc	I-GRP
won	O
its	O
third	O
trophy	O
by	O
defeating	O
hc	B-GRP
palau	I-GRP
de	I-GRP
plegamans	I-GRP
in	O
the	O
penalty	O
shootout	O
.	O

#	id	1383
moselle	O
's	O
6th	O
constituency	O
:	O
cartography	O
,	O
french	B-GRP
national	I-GRP
assembly	I-GRP

#	id	1384
wilkinson	O
took	O
over	O
as	O
the	O
host	O
from	O
fearne	B-PER
cotton	I-PER
in	O
series	O
four	O
and	O
remained	O
as	O
the	O
host	O
until	O
the	O
series	O
closed	O
.	O

#	id	1385
most	O
newspapers	O
are	O
local	O
,	O
having	O
little	O
circulation	O
outside	O
their	O
particular	O
metropolitan	B-LOC
area	I-LOC
.	O

#	id	1386
in	O
2010	O
,	O
a	O
voice	B-CW
from	I-CW
the	I-CW
stone	I-CW
of	O
his	O
1997	O
novel	O
,	O
voice	B-CW
from	I-CW
the	I-CW
stone	I-CW
,	O
was	O
announced	O
.	O

#	id	1387
he	O
entered	O
peking	B-GRP
university	I-GRP
in	O
1978	O
at	O
the	O
age	O
of	O
14	O
,	O
studying	O
library	O
sciences	O
.	O

#	id	1388
in	O
1989	O
george	B-PER
lopez	I-PER
also	O
came	O
to	O
the	O
school	O
to	O
give	O
a	O
speech	O
to	O
a	O
class	O
.	O

#	id	1389
in	O
1992	O
,	O
she	O
went	O
overseas	O
to	O
the	O
united	B-LOC
states	I-LOC
of	I-LOC
america	I-LOC
,	O
wrestling	O
for	O
the	O
ladies	B-GRP
professional	I-GRP
wrestling	I-GRP
association	I-GRP
.	O

#	id	1390
in	O
those	O
same	O
inscriptions	O
his	O
name	O
is	O
mentioned	O
along	O
with	O
shammar	B-PER
yahri'sh	I-PER
,	O
the	O
himyarite	B-LOC
kingdom	I-LOC
.	O

#	id	1391
this	O
is	O
kenya	B-CORP
airways	I-CORP
first	O
fatal	O
accident	O
,	O
and	O
the	O
deadliest	O
aviation	O
accident	O
of	O
2000	O
.	O

#	id	1392
as	O
of	O
the	O
2010s	O
,	O
cheerleading	B-CW
is	O
one	O
of	O
the	O
few	O
fields	O
that	O
still	O
uses	O
acoustic	O
megaphones	O
.	O

#	id	1393
image	O
:	O
tizian	O
090	O
.	O
jpg	O
|	O
titian	B-PER
seems	O
to	O
have	O
painted	O
no	O
self	O
portraits	O
until	O
he	O
was	O
in	O
old	O
age	O
,	O
1567	O

#	id	1394
insensatez	B-CW
performed	O
by	O
antônio	B-PER
carlos	I-PER
jobim	I-PER
+	O
sting	B-PER
–	O
3	O
:	O
44	O

#	id	1395
a	O
few	O
hours	O
later	O
,	O
nbcuniversal	B-CORP
announced	O
that	O
35	O
additional	O
shows	O
would	O
suspend	O
production	O
,	O
including	O
unscripted	O
shows	O
.	O

#	id	1396
the	O
song	O
was	O
a	O
success	O
,	O
reaching	O
the	O
top	O
twenty	O
in	O
thirteen	O
countries	O
and	O
the	O
number	O
one	O
spot	O
in	O
sweden	B-LOC
and	O
finland	B-LOC
.	O

#	id	1397
the	O
film	O
premiered	O
in	O
buenos	B-LOC
aires	I-LOC
and	O
starred	O
amelia	B-PER
bence	I-PER
.	O

#	id	1398
the	O
pilot	O
stated	O
that	O
the	O
only	O
other	O
airport	O
that	O
the	O
aircraft	O
still	O
had	O
sufficient	O
fuel	O
to	O
reach	O
was	O
kai	B-LOC
tak	I-LOC
airport	I-LOC
.	O

#	id	1399
highway	B-CW
61	I-CW
revisited	I-CW
(	O
bob	B-PER
dylan	I-PER
)	O
10	O
:	O
38	O

#	id	1400
the	O
western	B-GRP
athletic	I-GRP
conference	I-GRP
expanded	O
to	O
sixteen	O
members	O
,	O
but	O
half	O
of	O
the	O
schools	O
left	O
in	O
1999	O
to	O
form	O
the	O
mountain	B-GRP
west	I-GRP
conference	I-GRP
.	O

#	id	1401
hassan	O
was	O
born	O
in	O
somalia	B-LOC
in	O
1987	O
.	O

#	id	1402
from	O
1995	O
1998	O
he	O
served	O
as	O
deputy	O
chairman	O
of	O
the	O
bank	B-CORP
of	I-CORP
jerusalem	I-CORP
board	O
of	O
directors	O
and	O
from	O
1998	O
2006	O
as	O
chairman	O
of	O
its	O
board	O
of	O
directors	O
.	O

#	id	1403
they	O
can	O
also	O
be	O
part	O
of	O
the	O
actual	O
process	O
of	O
making	O
and	O
fulfilling	O
a	O
purchase	O
,	O
for	O
example	O
in	O
e-commerce	B-CORP
.	O

#	id	1404
these	O
31	O
m	O
long	O
vessels	O
built	O
by	O
vt	B-CORP
group	I-CORP
with	O
a	O
displacement	O
of	O
96	O
tons	O
had	O
been	O
in	O
service	O
since	O
the	O
1960s	O
.	O

#	id	1405
the	O
player	O
ventures	O
through	O
these	O
first	O
six	O
levels	O
in	O
a	O
sort	O
of	O
nonlinear	O
fashion	O
with	O
gameplay	O
very	O
similar	O
to	O
the	O
original	O
castlevania	B-CW
games	O
.	O

#	id	1406
despite	O
news	O
in	O
romania	B-LOC
media	O
saying	O
he	O
was	O
transferred	O
for	O
€	O
500k	O
,	O
he	O
joined	O
the	O
club	O
on	O
a	O
half	O
year	O
loan	O
with	O
an	O
option	O
to	O
buy	O
.	O

#	id	1407
nutella	B-PROD
is	O
another	O
possible	O
substitute	O
for	O
one	O
of	O
the	O
spreads	O
.	O

#	id	1408
the	B-GRP
sun	I-GRP
described	O
the	O
player	O
as	O
a	O
nancy	O
boy	O
and	O
a	O
pretty	O
boy	O
.	O

#	id	1409
the	O
main	O
campus	O
of	O
mountains	B-GRP
of	I-GRP
the	I-GRP
moon	I-GRP
university	I-GRP
,	O
a	O
private	O
university	O
,	O
is	O
located	O
in	O
the	O
city	O
center	O
.	O

#	id	1410
the	O
lowest	O
ranked	O
side	O
that	O
qualified	O
for	O
this	O
round	O
were	O
the	O
queensland	B-GRP
lions	I-GRP
fc	I-GRP
.	O

#	id	1411
the	O
feminist	O
annie	B-PER
londonderry	I-PER
accomplished	O
her	O
around	O
the	O
globe	O
bicycle	O
trip	O
as	O
the	O
first	O
woman	O
as	O
early	O
as	O
in	O
1894	O
–	O
95	O
.	O

#	id	1412
the	O
result	O
was	O
a	O
victory	O
for	O
the	O
democrat	B-GRP
party	I-GRP
,	O
which	O
won	O
114	O
of	O
the	O
279	O
seats	O
.	O

#	id	1413
the	O
one	O
team	O
that	O
has	O
failed	O
to	O
achieve	O
a	O
no	O
hitter	O
in	O
franchise	O
history	O
is	O
the	O
san	B-GRP
diego	I-GRP
padres	I-GRP
.	O

#	id	1414
canadian	O
george	B-PER
gibson	I-PER
became	O
manager	O
in	O
1919	O
,	O
and	O
was	O
called	O
to	O
the	O
major	O
leagues	O
after	O
one	O
season	O
.	O

#	id	1415
arbeo	B-PER
of	I-PER
freising	I-PER
(	O
died	O
784	O
)	O
,	O
early	O
medieval	O
author	O
and	O
bishop	O

#	id	1416
ossuary	O
fibulae	O
and	O
bronze	O
artifacts	O
attest	O
to	O
growing	O
dominance	O
in	O
the	O
region	O
with	O
two	O
main	O
centers	O
at	O
este	B-LOC
and	O
padua	B-LOC
,	O
respectively	O

#	id	1417
today	O
the	O
label	O
operates	O
as	O
an	O
imprint	O
of	O
island	B-CORP
records	I-CORP
,	O
formerly	O
a	O
division	O
of	O
the	B-CORP
island	I-CORP
def	I-CORP
jam	I-CORP
music	I-CORP
group	I-CORP
.	O

#	id	1418
there	O
was	O
no	O
charter	B-CW
to	O
protect	O
a	O
juvenile	O
's	O
rights	O
,	O
and	O
no	O
right	O
to	O
a	O
lawyer	O
.	O

#	id	1419
carbonara	O
sauce	O
is	O
often	O
sold	O
as	O
a	O
ready	O
to	O
eat	O
convenience	B-PROD
food	I-PROD
in	O
grocery	B-CORP
store	I-CORP
in	O
many	O
countries	O
.	O

#	id	1420
the	O
oil	O
can	O
also	O
be	O
used	O
to	O
make	O
soap	B-PROD
.	O

#	id	1421
2014	O
:	O
son	B-CW
of	I-CW
god	I-CW
,	O
produced	O
by	O
roma	B-PER
downey	I-PER
and	O
mark	B-PER
burnett	I-PER

#	id	1422
the	O
game	O
saw	O
a	O
home	O
release	O
for	O
the	O
playstation	B-PROD
in	O
1996	O
.	O

#	id	1423
first	O
performing	O
for	O
mass	O
media	O
at	O
the	O
age	O
of	O
16	O
,	O
he	O
gained	O
national	O
recognition	O
as	O
organist	O
for	O
the	O
billy	B-PER
graham	I-PER
crusade	O
from	O
1950	O
to	O
1958	O
.	O

#	id	1424
inokom	B-CORP
(	O
1992	O
–	O
present	O
)	O
manufactures	O
and	O
distributes	O
for	O
the	O
following	O
companies	O
in	O
malaysia	O
:	O

#	id	1425
he	O
played	O
in	O
major	B-CORP
league	I-CORP
baseball	I-CORP
(	O
mlb	O
)	O
for	O
the	O
montreal	B-GRP
expos	I-GRP
in	O
2000	O
.	O

#	id	1426
signals	O
from	O
a	O
transmitter	O
on	O
one	O
live	O
conductor	O
may	O
not	O
propagate	O
through	O
the	O
high	O
impedance	O
of	O
the	O
distribution	O
transformer	B-PROD
winding	O
to	O
the	O
other	O
live	O
conductor	O
.	O

#	id	1427
autumn	B-CW
almanac	I-CW
follows	O
the	O
inhabitants	O
of	O
a	O
run	O
down	O
apartment	O
as	O
they	O
struggle	O
to	O
live	O
together	O
while	O
sharing	O
their	O
hostilities	O
.	O

#	id	1428
the	O
following	O
year	O
,	O
the	O
world	O
's	O
longest	O
rope	O
bridge	O
,	O
now	O
even	O
listed	O
in	O
the	O
guinness	B-CW
world	I-CW
records	I-CW
,	O
was	O
opened	O
.	O

#	id	1429
spur	O
200	O
is	O
located	O
in	O
roma	B-LOC
.	O

#	id	1430
he	O
was	O
elected	O
a	O
fellow	O
of	O
all	B-LOC
souls	I-LOC
college	I-LOC
in	O
1893	O
.	O

#	id	1431
mendelssohn	O
–	O
string	B-CW
symphonies	I-CW
,	O
i	O
(	O
f	O
)	O

#	id	1432
it	O
was	O
released	O
on	O
the	O
same	O
day	O
as	O
lil	B-PER
wayne	I-PER
album	O
tha	B-CW
carter	I-CW
iii	I-CW
.	O

#	id	1433
this	O
is	O
a	O
comparison	O
of	O
notable	O
geographic	B-PROD
information	I-PROD
system	I-PROD
software	O
.	O

#	id	1434
the	O
drive	O
for	O
expansion	O
was	O
opposed	O
by	O
a	O
vigorous	O
nationwide	O
anti	O
expansionist	O
movement	O
,	O
organized	O
as	O
the	O
american	B-GRP
anti-imperialist	I-GRP
league	I-GRP
.	O

#	id	1435
the	O
game	O
took	O
place	O
in	O
sarajevo	B-LOC
,	O
and	O
ended	O
in	O
a	O
2	O
–	O
2	O
draw	O
.	O

#	id	1436
it	O
is	O
built	O
to	O
have	O
three	O
clock	B-PROD
face	I-PROD
but	O
only	O
one	O
,	O
on	O
the	O
south	O
side	O
of	O
the	O
tower	O
,	O
was	O
installed	O
.	O

#	id	1437
totaling	O
25	O
tracks	O
,	O
it	O
is	O
charlie	O
brown	O
jr	O
.	O
s	O
longest	O
album	O
;	O
in	O
an	O
interview	O
,	O
vocalist	O
chorão	B-PER
explained	O
that	O
preço	O
curto	O
.	O
.	O
.	O

#	id	1438
brunswick	B-PROD
stew	I-PROD
–	O
sometimes	O
prepared	O
using	O
rabbit	O
meat	O

#	id	1439
he	O
started	O
and	O
ended	O
his	O
16	O
year	O
professional	O
career	O
with	O
real	B-GRP
unión	I-GRP
,	O
but	O
played	O
mainly	O
for	O
levante	B-GRP
ud	I-GRP
(	O
eight	O
seasons	O
and	O
226	O
official	O
matches	O
,	O
61	O
in	O
laliga	B-CORP
)	O
.	O

#	id	1440
kasuba	O
moved	O
to	O
germany	B-LOC
in	O
1944	O
,	O
and	O
emigrated	O
to	O
the	O
united	B-LOC
states	I-LOC
of	I-LOC
america	I-LOC
in	O
1948	O
.	O

#	id	1441
duvall	O
,	O
a	O
pop	O
/	O
rock	O
band	O
signed	O
to	O
asian	B-CORP
man	I-CORP
records	I-CORP

#	id	1442
near	O
the	O
end	O
of	O
the	O
round	O
,	O
keturah	B-PER
orji	I-PER
jumped	O
14.13m	O
to	O
take	O
over	O
second	O
.	O

#	id	1443
its	O
first	O
aircraft	O
was	O
the	O
d.5	B-PROD
.	O

#	id	1444
while	O
dimensions	O
are	O
nt	O
used	O
in	O
the	O
classification	O
,	O
sedan	B-PROD
and	O
station	B-PROD
wagon	I-PROD
body	O
type	O
are	O
taxed	O
differently	O
.	O

#	id	1445
he	O
was	O
the	O
pimply	O
casino	O
employee	O
in	O
smokin'	B-CW
aces	I-CW
.	O

#	id	1446
desmond	O
the	O
half	O
elf	O
–	O
max	B-PER
samosvat	I-PER
(	O
epidemia	B-GRP
)	O

#	id	1447
